Departamento,Municipio,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
ARAUCA,SARAVENA,81736000,CILINDRO BOMBA,19/08/2016,1
PUTUMAYO,MOCOA (CT),86001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/08/2016,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/09/2016,1
ARAUCA,SARAVENA,81736000,GRANADA DE MANO,09/09/2016,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/09/2016,1
ARAUCA,ARAUQUITA,81065000,COMBUSTIBLE,12/09/2016,2
BOYACÁ,PAJARITO,15518000,COMBUSTIBLE,12/09/2016,1
CASANARE,HATO COROZAL,85125000,ARTEFACTO INCENDIARIO,12/09/2016,1
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/09/2016,1
ARAUCA,ARAUCA (CT),81001000,COMBUSTIBLE,13/09/2016,2
NARIÑO,SANTA BÁRBARA,52696000,GRANADA DE MANO,13/09/2016,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/09/2016,1
SANTANDER,CONCEPCIÓN,68207000,COMBUSTIBLE,13/09/2016,1
ARAUCA,ARAUCA (CT),81001000,COMBUSTIBLE,14/09/2016,1
CASANARE,YOPAL (CT),85001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/09/2016,1
VALLE,SEVILLA,76736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/10/2016,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/10/2016,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/10/2016,1
NARIÑO,GUACHUCAL,52317000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/11/2016,1
NARIÑO,SAMANIEGO,52678000,CILINDRO BOMBA,06/11/2016,1
NARIÑO,TAMINANGO,52786000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/11/2016,1
NARIÑO,RICAURTE,52612000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/11/2016,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/11/2016,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,16/11/2016,1
NORTE DE SANTANDER,SAN CALIXTO,54670000,CARRO BOMBA,18/11/2016,1
CASANARE,YOPAL (CT),85001000,GRANADA DE MANO,19/11/2016,1
NARIÑO,MALLAMA,52435000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/11/2016,1
HUILA,NEIVA (CT),41001000,ARTEFACTO INCENDIARIO,21/11/2016,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/11/2016,1
SANTANDER,BUCARAMANGA (CT),68001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/11/2016,1
NARIÑO,CUMBAL,52227000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/11/2016,1
CASANARE,YOPAL (CT),85001000,GRANADA DE MANO,02/12/2016,1
CESAR,PELAYA,20550000,ARTEFACTO INCENDIARIO,02/12/2016,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,06/12/2016,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,13/12/2016,1
CAUCA,CALOTO,19142000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/12/2016,1
CAUCA,TORIBIO,19821000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/12/2016,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/12/2016,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/01/2017,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,PETARDO PLANFETARIO,18/01/2017,1
CESAR,PELAYA,20550000,ARMA DE FUEGO,27/01/2017,1
ANTIOQUIA,SEGOVIA,5736000,ARMA DE FUEGO,09/02/2017,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/02/2017,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,16/02/2017,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/02/2017,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/02/2017,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,COMBUSTIBLE,25/02/2017,1
ARAUCA,ARAUQUITA,81065000,COMBUSTIBLE,10/03/2017,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,13/03/2017,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,13/03/2017,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/03/2017,1
CESAR,LA JAGUA DE IBIRICO,20400000,ARMA DE FUEGO,16/03/2017,1
ANTIOQUIA,FREDONIA,5282000,GRANADA DE MANO,19/03/2017,1
CESAR,LA GLORIA,20383000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/03/2017,1
CESAR,LA GLORIA,20383000,COMBUSTIBLE,05/04/2017,1
META,MESETAS,50330000,COMBUSTIBLE,08/04/2017,1
CAUCA,PIAMONTE,19533000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/04/2017,1
VALLE,SAN PEDRO,76670000,GRANADA DE MANO,16/04/2017,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/04/2017,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,MOTO BOMBA,20/04/2017,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/04/2017,1
SANTANDER,BUCARAMANGA (CT),68001000,GRANADA DE MANO,23/04/2017,1
CESAR,PAILITAS,20517000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/04/2017,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE FUSIL,03/05/2017,1
ANTIOQUIA,CIUDAD BOLÍVAR,5101000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/05/2017,1
ANTIOQUIA,SEGOVIA,5736000,GRANADA DE MANO,09/05/2017,1
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,09/05/2017,1
ANTIOQUIA,CÁCERES,5120000,GRANADA DE MANO,12/05/2017,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,12/05/2017,1
ANTIOQUIA,PUERTO BERRÍO,5579000,GRANADA DE MANO,13/05/2017,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,PAQUETE BOMBA,13/05/2017,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/05/2017,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/05/2017,1
CAUCA,MERCADERES,19450000,GRANADA DE MANO,23/05/2017,1
META,EL CASTILLO,50251000,COMBUSTIBLE,23/05/2017,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,26/05/2017,1
META,EL CASTILLO,50251000,COMBUSTIBLE,27/05/2017,1
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,28/05/2017,1
ANTIOQUIA,ZARAGOZA,5895000,GRANADA DE MANO,28/05/2017,1
META,MESETAS,50330000,MINA ANTIPERSONA,28/05/2017,1
GUAVIARE,EL RETORNO,95025000,GRANADA DE MANO,30/05/2017,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,30/05/2017,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,31/05/2017,1
GUAVIARE,CALAMAR,95015000,MOTO BOMBA,12/06/2017,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,GRANADA DE MANO,16/06/2017,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/06/2017,1
META,LEJANÍAS,50400000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/06/2017,1
CAUCA,PIENDAMÓ,19548000,GRANADA DE MANO,08/07/2017,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,PAQUETE BOMBA,09/07/2017,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/07/2017,1
ANTIOQUIA,BELLO,5088000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/08/2017,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,MOTO BOMBA,13/08/2017,1
NARIÑO,SAMANIEGO,52678000,GRANADA DE MANO,20/08/2017,1
VALLE,CALI (CT),76001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/08/2017,1
GUAJIRA,RIOHACHA (CT),44001000,GRANADA DE MANO,25/08/2017,1
TOLIMA,RIOBLANCO,73616000,GRANADA DE MANO,27/08/2017,1
NARIÑO,EL CHARCO,52250000,GRANADA DE MANO,28/08/2017,1
CAUCA,CORINTO,19212000,GRANADA DE MANO,02/09/2017,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARTEFACTO INCENDIARIO,06/09/2017,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,11/09/2017,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,GRANADA DE MANO,14/09/2017,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/09/2017,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/09/2017,1
CAUCA,CORINTO,19212000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/09/2017,1
NORTE DE SANTANDER,LABATECA,54377000,ARMA DE FUEGO,25/09/2017,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/09/2017,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,07/10/2017,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,26/10/2017,1
NORTE DE SANTANDER,EL ZULIA,54261000,ARTEFACTO INCENDIARIO,01/11/2017,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,04/11/2017,1
META,URIBE,50370000,COMBUSTIBLE,24/11/2017,1
MAGDALENA,CIÉNAGA,47189000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/12/2017,1
CAUCA,CORINTO,19212000,COMBUSTIBLE,11/12/2017,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,MOTO BOMBA,16/12/2017,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/01/2018,1
BOYACÁ,CUBARÁ,15223000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/01/2018,1
CASANARE,AGUAZUL,85010000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/01/2018,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/01/2018,1
NARIÑO,MALLAMA,52435000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/01/2018,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO INCENDIARIO,14/01/2018,1
NARIÑO,EL CHARCO,52250000,GRANADA DE MANO,14/01/2018,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/01/2018,1
META,MESETAS,50330000,ARMA DE FUEGO,17/01/2018,1
META,LA MACARENA,50350000,GRANADA DE MANO,21/01/2018,2
META,MESETAS,50330000,ARTEFACTO INCENDIARIO,26/01/2018,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/01/2018,1
ATLÁNTICO,SOLEDAD,8758000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/01/2018,1
META,PUERTO RICO,50590000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/01/2018,1
NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/02/2018,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/02/2018,1
CESAR,AGUACHICA,20011000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/02/2018,1
NARIÑO,OLAYA HERRERA,52490000,GRANADA DE MANO,08/02/2018,1
ARAUCA,TAME,81794000,CARRO BOMBA,09/02/2018,1
CESAR,CURUMANÍ,20228000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/02/2018,1
CESAR,PELAYA,20550000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/02/2018,1
CHOCÓ,BAJO BAUDÓ,27077000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/02/2018,1
META,LA MACARENA,50350000,GRANADA DE MANO,10/02/2018,1
ARAUCA,TAME,81794000,ARTEFACTO INCENDIARIO,11/02/2018,1
ARAUCA,TAME,81794000,COMBUSTIBLE,11/02/2018,1
CAUCA,CORINTO,19212000,COMBUSTIBLE,11/02/2018,1
CESAR,GAMARRA,20295000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/02/2018,1
CESAR,RÍO DE ORO,20614000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/02/2018,1
CESAR,PELAYA,20550000,NO REPORTADO,11/02/2018,1
ANTIOQUIA,ZARAGOZA,5895000,COMBUSTIBLE,13/02/2018,1
GUAJIRA,ALBANIA,44035000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/02/2018,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/02/2018,1
NARIÑO,RICAURTE,52612000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO INCENDIARIO,22/02/2018,1
META,GRANADA,50313000,GRANADA DE MANO,23/02/2018,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/02/2018,1
CAUCA,CALDONO,19137000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/03/2018,1
NARIÑO,GUACHUCAL,52317000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/03/2018,1
NARIÑO,SANTACRUZ,52699000,COMBUSTIBLE,10/03/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/03/2018,1
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,14/03/2018,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,18/03/2018,1
META,PUERTO RICO,50590000,GRANADA DE MANO,18/03/2018,1
ARAUCA,TAME,81794000,ARTEFACTO INCENDIARIO,22/03/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/03/2018,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/03/2018,1
MAGDALENA,SANTA MARTA (CT),47001000,GRANADA DE MANO,05/04/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/04/2018,2
CAUCA,CORINTO,19212000,GRANADA DE MANO,07/04/2018,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,08/04/2018,1
NARIÑO,RICAURTE,52612000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/04/2018,1
MAGDALENA,CIÉNAGA,47189000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/04/2018,1
NARIÑO,LA TOLA,52390000,GRANADA DE MANO,16/04/2018,1
ANTIOQUIA,SAN JOSÉ DE LA MONTAÑA,5658000,GRANADA DE MANO,18/04/2018,1
META,PUERTO RICO,50590000,GRANADA DE MANO,18/04/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/04/2018,2
HUILA,NEIVA (CT),41001000,PAQUETE BOMBA,26/04/2018,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,CARTA BOMBA,29/04/2018,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/05/2018,1
CAUCA,BUENOS AIRES,19110000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/05/2018,1
ANTIOQUIA,ITUANGO,5361000,COMBUSTIBLE,11/05/2018,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/05/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,17/05/2018,1
HUILA,ALGECIRAS,41020000,GRANADA DE MANO,18/05/2018,1
META,LA MACARENA,50350000,ARMA DE FUEGO,31/05/2018,1
MAGDALENA,SANTA MARTA (CT),47001000,COMBUSTIBLE,07/06/2018,1
VALLE,JAMUNDÍ,76364000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/06/2018,1
NARIÑO,EL ROSARIO,52256000,NO REPORTADO,21/06/2018,1
CAUCA,CALDONO,19137000,PAQUETE BOMBA,22/06/2018,1
BOYACÁ,PAJARITO,15518000,COMBUSTIBLE,01/07/2018,1
VALLE,BUENAVENTURA,76109000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/07/2018,1
CASANARE,MANÍ,85139000,GRANADA DE MANO,09/07/2018,2
CESAR,SAN MARTÍN,20770000,NO REPORTADO,10/07/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO INCENDIARIO,11/07/2018,1
ANTIOQUIA,CÁCERES,5120000,MINA ANTIPERSONA,14/07/2018,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,14/07/2018,1
META,URIBE,50370000,ARMA DE FUEGO,18/07/2018,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,19/07/2018,1
CASANARE,AGUAZUL,85010000,GRANADA DE MANO,20/07/2018,1
META,VISTAHERMOSA,50711000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/07/2018,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,COMBUSTIBLE,25/07/2018,1
ANTIOQUIA,EL BAGRE,5250000,COMBUSTIBLE,26/07/2018,1
META,LEJANÍAS,50400000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/07/2018,1
ANTIOQUIA,YARUMAL,5887000,GRANADA DE MANO,30/07/2018,1
ANTIOQUIA,YALÍ,5885000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/08/2018,1
CAUCA,SUÁREZ,19780000,GRANADA DE MANO,07/08/2018,1
CAUCA,CORINTO,19212000,MOTO BOMBA,07/08/2018,1
VALLE,CALI (CT),76001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/08/2018,1
VALLE,CALI (CT),76001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/08/2018,1
ANTIOQUIA,CAUCASIA,5154000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/08/2018,1
ANTIOQUIA,YARUMAL,5887000,GRANADA DE MANO,14/08/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,17/08/2018,1
CAUCA,CORINTO,19212000,MOTO BOMBA,18/08/2018,1
ARAUCA,SARAVENA,81736000,GRANADA DE MANO,19/08/2018,1
CAUCA,GUACHENÉ,19300000,MOTO BOMBA,25/08/2018,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,27/08/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,17/09/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,18/09/2018,1
ANTIOQUIA,EL BAGRE,5250000,GRANADA DE MANO,20/09/2018,1
CAUCA,BALBOA,19075000,GRANADA DE MANO,10/10/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/10/2018,1
BOYACÁ,TUNJA (CT),15001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/10/2018,1
CESAR,VALLEDUPAR (CT),20001000,GRANADA DE MANO,25/10/2018,1
BOYACÁ,PAJARITO,15518000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/10/2018,1
CESAR,LA GLORIA,20383000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/11/2018,1
CESAR,TAMALAMEQUE,20787000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/11/2018,1
CESAR,CURUMANÍ,20228000,ARMA DE FUEGO,10/11/2018,1
META,LA MACARENA,50350000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/11/2018,1
CESAR,AGUACHICA,20011000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/11/2018,1
ARAUCA,SARAVENA,81736000,SIN EMPLEO DE ARMAS,19/11/2018,1
ANTIOQUIA,VENECIA,5861000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/11/2018,1
NARIÑO,SANTACRUZ,52699000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/11/2018,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,23/11/2018,1
NARIÑO,LA FLORIDA,52381000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/12/2018,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,16/12/2018,1
META,LA MACARENA,50350000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/12/2018,1
ANTIOQUIA,EL BAGRE,5250000,GRANADA DE MANO,23/12/2018,1
TOLIMA,PLANADAS,73555000,ARTEFACTO INCENDIARIO,05/01/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/01/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/01/2019,3
CAUCA,PATÍA,19532000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/01/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/01/2019,2
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/01/2019,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CARRO BOMBA,17/01/2019,1
NARIÑO,MALLAMA,52435000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/01/2019,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/01/2019,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/01/2019,2
NARIÑO,MALLAMA,52435000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/01/2019,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,01/02/2019,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/02/2019,1
META,VILLAVICENCIO (CT),50001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/02/2019,1
NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/02/2019,1
VALLE,CALI (CT),76001000,GRANADA DE MANO,07/02/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/02/2019,2
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/02/2019,1
META,VISTAHERMOSA,50711000,COMBUSTIBLE,14/02/2019,1
ARAUCA,TAME,81794000,GRANADA DE MANO,16/02/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARMA DE FUEGO,18/02/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARMA DE FUEGO,20/02/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/02/2019,1
ANTIOQUIA,CÁCERES,5120000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/02/2019,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,28/02/2019,1
ARAUCA,FORTUL,81300000,GRANADA DE MANO,01/03/2019,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/03/2019,1
NARIÑO,MALLAMA,52435000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/03/2019,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/03/2019,1
ARAUCA,SARAVENA,81736000,GRANADA DE MANO,08/03/2019,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,10/03/2019,1
VALLE,JAMUNDÍ,76364000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/03/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/03/2019,1
ANTIOQUIA,ANORÍ,5040000,GRANADA DE MANO,17/03/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/03/2019,1
ANTIOQUIA,VALDIVIA,5854000,ARMA DE FUEGO,18/03/2019,1
CAUCA,CAJIBÍO,19130000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/03/2019,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/03/2019,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,25/03/2019,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/03/2019,1
CAUCA,MIRANDA,19455000,MOTO BOMBA,26/03/2019,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,CARRO BOMBA,26/03/2019,1
ANTIOQUIA,CÁCERES,5120000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/04/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/04/2019,1
CAUCA,CAJIBÍO,19130000,ARTEFACTO INCENDIARIO,02/04/2019,1
META,VISTAHERMOSA,50711000,GRANADA DE MANO,02/04/2019,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/04/2019,1
VALLE,CALI (CT),76001000,ARTEFACTO INCENDIARIO,03/04/2019,1
VALLE,CALI (CT),76001000,NO REPORTADO,03/04/2019,1
META,LA MACARENA,50350000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/04/2019,1
ARAUCA,TAME,81794000,MOTO BOMBA,06/04/2019,1
CHOCÓ,EL CARMEN DE ATRATO,27245000,ARMA DE FUEGO,07/04/2019,1
ANTIOQUIA,TARAZÁ,5790000,MINA ANTIPERSONA,10/04/2019,1
