Departamento,Municipio,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/01/2011,1
HUILA,LA PLATA,41396000,COMBUSTIBLE,15/01/2011,1
TOLIMA,DOLORES,73236000,ARTEFACTO INCENDIARIO,16/01/2011,1
META,FUENTE DE ORO,50287000,GRANADA DE MANO,17/01/2011,1
META,SAN JUAN DE ARAMA,50683000,GRANADA DE MANO,17/01/2011,1
GUAJIRA,ALBANIA,44035000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/01/2011,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,20/01/2011,1
TOLIMA,RIOBLANCO,73616000,ARTEFACTO INCENDIARIO,20/01/2011,1
META,PUERTO GAITÁN,50568000,MINA ANTIPERSONA,22/01/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,25/01/2011,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,26/01/2011,1
META,MESETAS,50330000,MINA ANTIPERSONA,28/01/2011,1
VALLE,CALI (CT),76001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/01/2011,1
CAUCA,CORINTO,19212000,CILINDRO BOMBA,29/01/2011,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO INCENDIARIO,01/02/2011,1
ANTIOQUIA,GUADALUPE,5315000,CARRO BOMBA,01/02/2011,1
CAUCA,SANTANDER DE QUILICHAO,19698000,PAQUETE BOMBA,01/02/2011,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/02/2011,1
HUILA,NEIVA (CT),41001000,PAQUETE BOMBA,03/02/2011,1
ANTIOQUIA,EL BAGRE,5250000,GRANADA DE MANO,04/02/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,04/02/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/02/2011,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE MANO,07/02/2011,1
CAUCA,CALOTO,19142000,GRANADA DE MANO,07/02/2011,1
HUILA,NEIVA (CT),41001000,PAQUETE BOMBA,10/02/2011,1
META,VISTAHERMOSA,50711000,MINA ANTIPERSONA,11/02/2011,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO INCENDIARIO,13/02/2011,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,17/02/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,18/02/2011,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO INCENDIARIO,19/02/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,20/02/2011,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/02/2011,1
ARAUCA,SARAVENA,81736000,ARTEFACTO INCENDIARIO,22/02/2011,1
GUAJIRA,MAICAO,44430000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/02/2011,1
GUAJIRA,RIOHACHA (CT),44001000,GRANADA DE MANO,23/02/2011,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/02/2011,1
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,25/02/2011,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO INCENDIARIO,26/02/2011,1
PUTUMAYO,PUERTO ASÍS,86568000,MINA ANTIPERSONA,28/02/2011,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,01/03/2011,1
META,VISTAHERMOSA,50711000,MINA ANTIPERSONA,01/03/2011,1
HUILA,ALGECIRAS,41020000,COMBUSTIBLE,02/03/2011,1
ANTIOQUIA,MUTATÁ,5480000,COMBUSTIBLE,05/03/2011,1
HUILA,NEIVA (CT),41001000,COMBUSTIBLE,05/03/2011,1
META,GUAMAL,50318000,COMBUSTIBLE,05/03/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO INCENDIARIO,05/03/2011,1
ANTIOQUIA,MUTATÁ,5480000,COMBUSTIBLE,06/03/2011,1
GUAJIRA,RIOHACHA (CT),44001000,GRANADA DE MANO,06/03/2011,1
TOLIMA,CHAPARRAL,73168000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/03/2011,1
NARIÑO,SANTACRUZ,52699000,ARTEFACTO INCENDIARIO,12/03/2011,1
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,13/03/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/03/2011,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO INCENDIARIO,15/03/2011,1
META,URIBE,50370000,MINA ANTIPERSONA,15/03/2011,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/03/2011,1
NORTE DE SANTANDER,SARDINATA,54720000,ARTEFACTO INCENDIARIO,18/03/2011,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/03/2011,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/03/2011,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO INCENDIARIO,22/03/2011,1
META,VISTAHERMOSA,50711000,COMBUSTIBLE,24/03/2011,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/03/2011,1
GUAJIRA,MAICAO,44430000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/03/2011,1
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,26/03/2011,1
ANTIOQUIA,YONDÓ,5893000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/03/2011,1
CESAR,VALLEDUPAR (CT),20001000,GRANADA DE MANO,28/03/2011,1
GUAVIARE,EL RETORNO,95025000,COMBUSTIBLE,28/03/2011,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO INCENDIARIO,29/03/2011,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/03/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO INCENDIARIO,30/03/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/03/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,01/04/2011,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO INCENDIARIO,02/04/2011,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/04/2011,1
BOYACÁ,PAYA,15533000,COMBUSTIBLE,03/04/2011,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/04/2011,1
GUAJIRA,VILLANUEVA,44874000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/04/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/04/2011,1
NARIÑO,SAMANIEGO,52678000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/04/2011,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO INCENDIARIO,10/04/2011,1
ANTIOQUIA,GUADALUPE,5315000,MINA ANTIPERSONA,10/04/2011,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/04/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,14/04/2011,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/04/2011,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/04/2011,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/04/2011,1
META,SAN MARTÍN,50689000,GRANADA DE MANO,21/04/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,21/04/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,24/04/2011,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/04/2011,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/04/2011,1
VALLE,PRADERA,76563000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/04/2011,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,30/04/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,30/04/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/04/2011,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/05/2011,1
TOLIMA,FLANDES,73275000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/05/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO INCENDIARIO,07/05/2011,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,10/05/2011,1
ANTIOQUIA,MEDELLÍN (CT),5001000,GRANADA DE MANO,11/05/2011,1
META,PUERTO LLERAS,50577000,MOTO BOMBA,12/05/2011,1
TOLIMA,ROVIRA,73624000,ARTEFACTO INCENDIARIO,12/05/2011,1
TOLIMA,CHAPARRAL,73168000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/05/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/05/2011,1
ARAUCA,TAME,81794000,CILINDRO BOMBA,15/05/2011,1
META,SAN MARTÍN,50689000,COMBUSTIBLE,17/05/2011,1
NARIÑO,EL CHARCO,52250000,GRANADA DE MANO,20/05/2011,1
ANTIOQUIA,YONDÓ,5893000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/05/2011,1
TOLIMA,VALLE DE SAN JUAN,73854000,ARTEFACTO INCENDIARIO,22/05/2011,1
VALLE,DAGUA,76233000,COMBUSTIBLE,23/05/2011,1
ANTIOQUIA,ITUANGO,5361000,GRANADA DE MANO,24/05/2011,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/05/2011,1
TOLIMA,ESPINAL,73268000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/05/2011,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,CILINDRO BOMBA,26/05/2011,1
CAUCA,TIMBÍO,19807000,ARTEFACTO INCENDIARIO,26/05/2011,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE FUSIL,26/05/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/05/2011,1
META,GRANADA,50313000,GRANADA DE MANO,27/05/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,27/05/2011,1
TOLIMA,NATAGAIMA,73483000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/05/2011,1
NARIÑO,BARBACOAS,52079000,GRANADA DE MANO,29/05/2011,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/05/2011,1
META,EL CASTILLO,50251000,COMBUSTIBLE,31/05/2011,1
SANTANDER,SIMACOTA,68745000,CARRO BOMBA,02/06/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO INCENDIARIO,03/06/2011,1
ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,5042000,MINA ANTIPERSONA,04/06/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/06/2011,1
META,GRANADA,50313000,GRANADA DE MANO,10/06/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,10/06/2011,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,10/06/2011,1
TOLIMA,CHAPARRAL,73168000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/06/2011,2
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,10/06/2011,1
ANTIOQUIA,CÁCERES,5120000,GRANADA DE MANO,11/06/2011,1
META,VISTAHERMOSA,50711000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/06/2011,1
TOLIMA,CHAPARRAL,73168000,GRANADA DE MANO,11/06/2011,1
TOLIMA,NATAGAIMA,73483000,ARTEFACTO INCENDIARIO,11/06/2011,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,12/06/2011,1
NARIÑO,SANTA BÁRBARA,52696000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/06/2011,1
NARIÑO,EL CHARCO,52250000,GRANADA DE MANO,13/06/2011,1
CAQUETÁ,PUERTO RICO,18592000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/06/2011,1
ANTIOQUIA,CISNEROS,5190000,GRANADA DE MANO,15/06/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/06/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,17/06/2011,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/06/2011,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,ARTEFACTO INCENDIARIO,18/06/2011,1
CAUCA,POPAYÁN (CT),19001000,CARRO BOMBA,18/06/2011,1
HUILA,TELLO,41799000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/06/2011,1
META,ACACÍAS,50006000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/06/2011,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/06/2011,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/06/2011,1
VALLE,BUENAVENTURA,76109000,ARTEFACTO INCENDIARIO,26/06/2011,1
HUILA,NEIVA (CT),41001000,PAQUETE BOMBA,27/06/2011,1
META,PUERTO RICO,50590000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/06/2011,1
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,27/06/2011,1
ANTIOQUIA,YARUMAL,5887000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/06/2011,2
GUAVIARE,EL RETORNO,95025000,COMBUSTIBLE,29/06/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,01/07/2011,1
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,01/07/2011,1
META,URIBE,50370000,MINA ANTIPERSONA,02/07/2011,1
TOLIMA,CHAPARRAL,73168000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/07/2011,1
VALLE,CALI (CT),76001000,GRANADA DE MANO,02/07/2011,1
CAUCA,JAMBALÓ,19364000,CARRO BOMBA,03/07/2011,1
META,ACACÍAS,50006000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/07/2011,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,04/07/2011,1
MAGDALENA,CIÉNAGA,47189000,GRANADA DE MANO,04/07/2011,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/07/2011,1
CAUCA,CORINTO,19212000,CARRO BOMBA,09/07/2011,1
CAUCA,TORIBIO,19821000,CARRO BOMBA,09/07/2011,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/07/2011,1
META,GRANADA,50313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/07/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/07/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/07/2011,1
NARIÑO,PASTO (CT),52001000,PAQUETE BOMBA,13/07/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/07/2011,1
META,VILLAVICENCIO (CT),50001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/07/2011,1
ANTIOQUIA,RIONEGRO,5615000,GRANADA DE MANO,17/07/2011,1
CAUCA,TIMBÍO,19807000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/07/2011,1
MAGDALENA,SANTA MARTA (CT),47001000,GRANADA DE MANO,18/07/2011,1
CAUCA,ROSAS,19622000,OLLA BOMBA,20/07/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/07/2011,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,MINA ANTIPERSONA,29/07/2011,1
BOYACÁ,PAJARITO,15518000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/07/2011,1
CAQUETÁ,PUERTO RICO,18592000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/08/2011,1
CAUCA,PATÍA,19532000,COMBUSTIBLE,03/08/2011,1
CAQUETÁ,EL DONCELLO,18247000,COMBUSTIBLE,04/08/2011,1
CAUCA,POPAYÁN (CT),19001000,COMBUSTIBLE,06/08/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,06/08/2011,2
ANTIOQUIA,ANORÍ,5040000,MINA ANTIPERSONA,07/08/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/08/2011,1
TOLIMA,ORTEGA,73504000,ARTEFACTO INCENDIARIO,07/08/2011,1
ANTIOQUIA,TOLEDO,5819000,MINA ANTIPERSONA,09/08/2011,1
CAUCA,ARGELIA,19050000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/08/2011,1
CAUCA,ARGELIA,19050000,-,09/08/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,09/08/2011,1
ANTIOQUIA,YARUMAL,5887000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/08/2011,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO INCENDIARIO,10/08/2011,1
CAUCA,LA SIERRA,19392000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/08/2011,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,10/08/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,11/08/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,14/08/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/08/2011,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO INCENDIARIO,17/08/2011,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,17/08/2011,1
VALLE,CALI (CT),76001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/08/2011,1
ARAUCA,SARAVENA,81736000,GRANADA DE MANO,19/08/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/08/2011,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,19/08/2011,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/08/2011,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/08/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/08/2011,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,23/08/2011,1
NARIÑO,MAGÜI,52427000,GRANADA DE MANO,26/08/2011,1
META,MESETAS,50330000,GRANADA DE MANO,27/08/2011,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,28/08/2011,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,30/08/2011,1
META,VILLAVICENCIO (CT),50001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/08/2011,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/09/2011,1
ARAUCA,TAME,81794000,ARTEFACTO INCENDIARIO,04/09/2011,1
HUILA,AIPE,41016000,PAQUETE BOMBA,06/09/2011,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/09/2011,1
ARAUCA,SARAVENA,81736000,PAQUETE BOMBA,11/09/2011,1
ANTIOQUIA,VALDIVIA,5854000,MINA ANTIPERSONA,13/09/2011,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/09/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,14/09/2011,1
HUILA,AIPE,41016000,PAQUETE BOMBA,14/09/2011,1
CAQUETÁ,PUERTO RICO,18592000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/09/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/09/2011,1
ANTIOQUIA,ITUANGO,5361000,GRANADA DE MANO,18/09/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,18/09/2011,1
ANTIOQUIA,CISNEROS,5190000,GRANADA DE MANO,19/09/2011,1
CAUCA,BALBOA,19075000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/09/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/09/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,22/09/2011,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,23/09/2011,1
MAGDALENA,SANTA MARTA (CT),47001000,GRANADA DE MANO,23/09/2011,1
ANTIOQUIA,RIONEGRO,5615000,GRANADA DE MANO,24/09/2011,1
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO INCENDIARIO,24/09/2011,1
VALLE,BUENAVENTURA,76109000,GRANADA DE MANO,24/09/2011,3
META,URIBE,50370000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/09/2011,1
VALLE,GUACARÍ,76318000,GRANADA DE MANO,26/09/2011,1
MAGDALENA,CIÉNAGA,47189000,GRANADA DE MANO,27/09/2011,1
CASANARE,AGUAZUL,85010000,ARTEFACTO INCENDIARIO,30/09/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,30/09/2011,1
META,PUERTO RICO,50590000,COMBUSTIBLE,01/10/2011,1
TOLIMA,PLANADAS,73555000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/10/2011,1
GUAJIRA,RIOHACHA (CT),44001000,GRANADA DE MANO,02/10/2011,1
META,VISTAHERMOSA,50711000,COMBUSTIBLE,02/10/2011,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO INCENDIARIO,03/10/2011,1
META,URIBE,50370000,COMBUSTIBLE,03/10/2011,1
VALLE,FLORIDA,76275000,CARRO BOMBA,03/10/2011,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO INCENDIARIO,04/10/2011,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,-,05/10/2011,1
ANTIOQUIA,ITAGUI,5360000,GRANADA DE MANO,06/10/2011,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,MOTO BOMBA,06/10/2011,1
GUAJIRA,RIOHACHA (CT),44001000,GRANADA DE MANO,06/10/2011,1
HUILA,ISNOS,41359000,ARTEFACTO INCENDIARIO,06/10/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,GRANADA DE MANO,08/10/2011,1
ANTIOQUIA,GUADALUPE,5315000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/10/2011,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,09/10/2011,1
ANTIOQUIA,GUADALUPE,5315000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/10/2011,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,13/10/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/10/2011,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/10/2011,1
TOLIMA,IBAGUÉ (CT),73001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/10/2011,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/10/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,21/10/2011,1
CAUCA,MIRANDA,19455000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/10/2011,1
CAQUETÁ,FLORENCIA (CT),18001000,CILINDRO BOMBA,23/10/2011,1
SANTANDER,BARRANCABERMEJA,68081000,GRANADA DE MANO,23/10/2011,1
CASANARE,LA SALINA,85136000,MINA ANTIPERSONA,24/10/2011,1
CAUCA,MIRANDA,19455000,GRANADA DE MANO,24/10/2011,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,24/10/2011,1
NARIÑO,TÚQUERRES,52838000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/10/2011,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/10/2011,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,25/10/2011,2
CAUCA,MIRANDA,19455000,CILINDRO BOMBA,28/10/2011,1
CAUCA,ARGELIA,19050000,MOTO BOMBA,28/10/2011,1
CASANARE,LA SALINA,85136000,MINA ANTIPERSONA,29/10/2011,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/10/2011,1
META,PUERTO RICO,50590000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/10/2011,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO INCENDIARIO,30/10/2011,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/10/2011,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/10/2011,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARTEFACTO INCENDIARIO,01/11/2011,1
TOLIMA,IBAGUÉ (CT),73001000,GRANADA DE MANO,01/11/2011,1
SANTANDER,ZAPATOCA,68895000,GRANADA DE MANO,02/11/2011,1
CAUCA,ROSAS,19622000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/11/2011,1
